name,price,socket,form_factor,max_memory_gb,memory_slots,color,memory_type,storage_support,estimated_release_year,original_price
Asus PRIME Z490M-PLUS,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / White,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z590 UD,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI PRO-B660M-B-DDR4,0.0541293578501873,LGA1700,MICRO ATX,64,2,Black / Silver,Unknown,SATA Only,2021.0,270.0
ASRock X570 Phantom Gaming X,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock Z490 Extreme4,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z490 Pro4,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z490M-ITX/ac,0.0542728816119966,LGA1200,MINI ITX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Biostar Racing Z490A-Silver,0.0542728816119966,LGA1200,ATX,128,4,Black / White,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B650M-A,0.0542728816119966,AM5,MICRO ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock Z590 Extreme WiFi 6E,0.0542728816119966,LGA1200,ATX,128,4,Black / Blue,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B650EGTQ,0.0542728816119966,AM5,MICRO ATX,192,4,Black / Blue,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar B660GTQ,0.0542728816119966,LGA1700,MICRO ATX,128,4,Blue / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z490 Taichi,0.0542728816119966,LGA1200,ATX,128,4,Black / Gold,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z590I UNIFY,0.0542728816119966,LGA1200,MINI ITX,64,2,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z490 AORUS ULTRA,0.0958817252524627,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,431.99
Gigabyte Z690 UD AX,0.0542728816119966,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z690M DS3H DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Brown / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI PRO B660M-P WIFI DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 UD,0.0542728816119966,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B660M GAMING AC DDR4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Black / Red,Unknown,SATA Only,2021.0,270.5568406205924
Biostar X670E VALKYRIE,0.0542728816119966,AM5,ATX,192,4,Black,DDR5,"PCIe 5.0 NVMe, PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus ROG STRIX Z490-H GAMING,0.0542728816119966,LGA1200,ATX,128,4,Black / Red,DDR4,SATA Only,2020.0,270.5568406205924
ASRock X570D4U,0.0542728816119966,AM4,MICRO ATX,128,4,Green,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte B660M AORUS Pro DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z690-C/ac,0.0542728816119966,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z490 GAMING X AX,0.0662434467933748,LGA1200,ATX,128,4,Brown / Black,DDR4,SATA Only,2020.0,317.0
Gigabyte Z490M GAMING X,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z590 ACE GOLD EDITION,0.0542728816119966,LGA1200,ATX,128,4,Silver / Gold,Unknown,SATA Only,2021.0,270.5568406205924
EVGA Z690 CLASSIFIED,0.0542728816119966,LGA1700,EATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI Z590 PRO WIFI (CEC),0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 AORUS XTREME,0.0542728816119966,LGA1700,EATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
EVGA X570 FTW WIFI,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock X570 Extreme4,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI MAG Z590 TORPEDO,0.0542728816119966,LGA1200,ATX,128,4,Black / Blue,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590 Steel Legend WiFi 6E,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M GAMING X DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 AORUS ELITE AX (rev. 1.4),0.0542728816119966,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock Z490 Steel Legend,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus ProART Z490-CREATOR 10G,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B550M-K ARGB-CSM,0.0542728816119966,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI PRO B660M-G,0.0542728816119966,LGA1700,MICRO ATX,96,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z490 AORUS XTREME,0.1742134863316992,LGA1200,EATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,735.9
Gigabyte Z490M,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z490 GODLIKE,0.0542728816119966,LGA1200,EATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z590 Extreme,0.0542728816119966,LGA1200,ATX,128,4,Black / Blue,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M D2H DDR4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B550M-SILVER,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z490 VISION D,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B550GTQ,0.0542728816119966,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z590 AORUS TACHYON,0.1121609988195206,LGA1200,EATX,64,2,Black,Unknown,SATA Only,2021.0,495.15
MSI PRO B650M-E,0.0542728816119966,AM5,MICRO ATX,96,2,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
MSI PRO Z690-P WIFI,0.0542728816119966,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B550M H,0.0542728816119966,AM4,MICRO ATX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z490M Pro4,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
ASRock B660M PG Riptide,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Blue,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z690-C/D5,0.0542728816119966,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B650E AORUS TACHYON,0.0542728816119966,AM5,ATX,96,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock Z590 Taichi,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M D3H DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 AORUS ELITE AX DDR4 V2,0.0542728816119966,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z590M,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Brown,Unknown,SATA Only,2021.0,270.5568406205924
EVGA Z490 DARK K|NGP|N,0.0542728816119966,LGA1200,EATX,64,2,Black / Yellow,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z490 Phantom Gaming 4/ax,0.0542728816119966,LGA1200,ATX,128,4,Black / Gray,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z590M GAMING X,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 UD AC,0.0542728816119966,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Biostar B550MXC PRO,0.0542728816119966,AM4,MICRO ATX,128,4,Brown / Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B650M-A AX6 II,0.0542728816119966,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock X570 Creator,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte Z490 UD AC,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z490 PG Velocita,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B550GTA,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
EVGA Z590 FTW WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M AORUS Pro AX,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B660M-HDVP/D5 R2.0,0.0542728816119966,LGA1700,MICRO ATX,96,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
ASRock X570 Extreme4 WiFi ax,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock Z490 Phantom Gaming 4/ac,0.0542728816119966,LGA1200,ATX,128,4,Black / Gray,DDR4,SATA Only,2020.0,270.5568406205924
EVGA Z490 FTW WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z590 PG Velocita,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590 Phantom Gaming 4/ac,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z490 UD AC-Y1,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Colorful BATTLE-AX B550M-HD PRO V14,0.0542728816119966,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B660MX-E,0.0542728816119966,LGA1700,MICRO ATX,64,2,Gray / Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B660MX-E PRO,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Biostar Z490GTA EVO,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660-AORUS-ELITE-AX-DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus ROG STRIX Z490-G GAMING,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Supermicro C9Z490-PGW,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Colorful CVN B550M GAMING PRO V14,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI B550M PRO-DASH,0.0542728816119966,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus EX-B660M-V5 D4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Red / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI PRO B660-A,0.0542728816119966,LGA1700,ATX,192,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B660MXC PRO,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
MSI Z490 PLUS,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B650MS2-E,0.0542728816119966,AM5,MICRO ATX,96,2,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
EVGA Z590 DARK,0.1904772951043616,LGA1200,EATX,64,2,Black,Unknown,SATA Only,2021.0,799.0
Biostar X570GT,0.0542728816119966,AM4,MICRO ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Biostar Z490GTA,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660M GAMING X AX,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B650M-SILVER,0.0542728816119966,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z690 AORUS TACHYON,0.0542728816119966,LGA1700,EATX,96,2,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z690 AORUS ELITE,0.0542728816119966,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B660 GAMING X,0.0542728816119966,LGA1700,ATX,192,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B550 AORUS ELITE AX V3 (rev. 1.5),0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock B660M-ITX/eDP,0.0542728816119966,LGA1700,MINI ITX,64,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590 Phantom Gaming 4/ac+,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 UD AX DDR4 V2,0.0542728816119966,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI PRO-B660M-VC-WIFI-DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME B650M-A AX6 II-CSM,0.0542728816119966,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME B650M-A WIFI II-CSM,0.0542728816119966,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z490 AORUS ULTRA G2,0.0542728816119966,LGA1200,ATX,128,4,Black / Red,DDR4,SATA Only,2020.0,270.5568406205924
Supermicro C9Z490-PG,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z490D4U-2L2T,0.0542728816119966,LGA1200,MICRO ATX,128,4,Green / Blue,DDR4,SATA Only,2020.0,270.5568406205924
Biostar Z490GTN,0.0542728816119966,LGA1200,MINI ITX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Biostar Z590I Valkyrie,0.0542728816119966,LGA1200,MINI ITX,64,2,Black / Gold,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B660M-HDVP/D5,0.0542728816119966,LGA1700,MICRO ATX,96,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M GAMING X,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI PRO B660M-B,0.0542728816119966,LGA1700,MICRO ATX,96,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660-AORUS-ELITE-DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRO-B660M-C-CSM,0.0542728816119966,LGA1700,MICRO ATX,128,4,Green / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B650M D2H,0.0542728816119966,AM5,MICRO ATX,96,2,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME B650M-R-CSM,0.0542728816119966,AM5,MICRO ATX,96,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar Z590 VALKYRIE,0.0542728816119966,LGA1200,ATX,128,4,Black / Gold,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z490 Phantom Gaming 4/2.5G,0.0542728816119966,LGA1200,ATX,128,4,Black / Gray,DDR4,SATA Only,2020.0,270.5568406205924
Colorful CVN X570 GAMING PRO V14,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Colorful CVN X570M GAMING PRO V14,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Biostar Z590GTA,0.0542728816119966,LGA1200,ATX,128,4,Blue / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590 OC Formula,0.0542728816119966,LGA1200,EATX,64,2,Green / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M AORUS Pro,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 GAMING X DDR4 V2,0.0542728816119966,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus Z490-GUNDAM (WI-FI),0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B650MT-E PRO,0.0542728816119966,AM5,MICRO ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME B650M-F,0.0542728816119966,AM5,MICRO ATX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar Z590MHP,0.0542728816119966,LGA1200,MICRO ATX,64,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Biostar X570GTA,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock Z490 Phantom Gaming 4SR,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
EVGA Z490 DARK,0.0542728816119966,LGA1200,EATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Biostar Racing Z490T-Silver,0.0542728816119966,LGA1200,MINI ITX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660 DS3H AC,0.0542728816119966,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME B650M-A WIFI-CSM,0.0542728816119966,AM5,MICRO ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME B650M-K-CSM,0.0542728816119966,AM5,MICRO ATX,96,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus EX-B650M-V7,0.0542728816119966,AM5,MICRO ATX,96,2,Black / Red,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar X570GT8,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock Z590-C/ax,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar Z690A-SILVER,0.0542728816119966,LGA1700,ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z690 UD DDR4 V2,0.0542728816119966,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus EX-B660M-V5-PRO-D4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Red / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI Z590M PRO,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B650MXC PRO,0.0542728816119966,AM5,MICRO ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar B550MT,0.0542728816119966,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B650MS2,0.0542728816119966,AM5,MICRO ATX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte B660M POWER DDR4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B660M-SILVER,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M AORUS ELITE DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660M K DDR4 (rev. 1.0),0.0542728816119966,LGA1700,MICRO ATX,64,2,Black,Unknown,SATA Only,2021.0,270.5568406205924
